doc,w,target,pos,year,mop_id,file_path,lemmas,gender,party_abbrev,z
5450,ungdomsförbunden utsatta för en stor medial exponering men inte heller de,medial,5,2013,roger_haddad_de36c7,../riksdagen-corpus/corpus/201314/prot-201314--57.xml,medi,man,L,3
5451,lågkonjunktur att göra när internationella medier slår upp taxibranschen som oseriös,medier,5,2013,ibrahim_baylan_257c17,../riksdagen-corpus/corpus/201314/prot-201314--43.xml,medi,man,S,0
5452,exponeras för reklam i digitala medier här finns förslag på marknadsföringsavgifter,medier,5,2013,christer_engelhardt_776dd7,../riksdagen-corpus/corpus/201314/prot-201314--94.xml,medi,man,S,0
5453,av myndigheterna använder även sociala medier exempelvis polisen och konsumentverket de,medier,5,2013,yilmaz_kerimo_f87045,../riksdagen-corpus/corpus/201314/prot-201314--94.xml,medi,man,S,0
5454,alliansens sida i ett annat medium påpekas att satsningen innebär ett,medium,5,2013,ulf_berg_a8835e,../riksdagen-corpus/corpus/201314/prot-201314--82.xml,medi,man,M,3
5455,i dn och i andra medier att statsrådet är bekymrad över,medier,5,2013,finn_bengtsson_40fb24,../riksdagen-corpus/corpus/201314/prot-201314--41.xml,medi,man,M,1
5456,nyhet detta gäller också andra medier hos oss som tidningar och,medier,5,2013,lena_adelsohn_liljeroth_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--69.xml,medi,,,1
5457,vi uppfattar är ett rikstäckande medium har lagt ned alla sina,medium,5,2013,lena_adelsohn_liljeroth_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--69.xml,medi,,,3
5458,resultera i nya möjligheter för medier att överleva vi har goda,medier,5,2013,raimo_parssinen_4608d0,../riksdagen-corpus/corpus/201314/prot-201314--69.xml,medi,man,S,0
5459,riksrevisionen och nu i den mediala granskningen frågade jag i min,mediala,5,2013,jennie_nilsson_79fc1e,../riksdagen-corpus/corpus/201314/prot-201314--69.xml,medi,woman,S,2
5460,kunna svara på frågor när medier ringer och undrar över oegentligheter,medier,5,2013,helena_lindahl_c5f81e,../riksdagen-corpus/corpus/201314/prot-201314--69.xml,medi,woman,C,4
5461,är i princip upp till mediers granskning att uppdaga oegentligheter datainspektionen,mediers,5,2013,beatrice_ask_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--117.xml,medi,,,4
5462,är lite kommentarer från sociala medier efter att ni lanserade förslaget,medier,5,2013,adnan_dibrani_954940,../riksdagen-corpus/corpus/201314/prot-201314--97.xml,medi,man,S,4
5463,där jag tror på fria medier vi kan inte tvinga tidningarna,medier,5,2013,maria_arnholm_minister_2013,../riksdagen-corpus/corpus/201314/prot-201314--97.xml,medi,,,0
5464,försäkringar enligt kollektivavtal eller motsvarande mediernas fokus har blåst över men,mediernas,5,2013,elisabeth_svantesson_minister_2013,../riksdagen-corpus/corpus/201314/prot-201314--33.xml,medi,,,0
5465,nämns är oberoende och aktiva medier i de länder där samhällsstyrningen,medier,5,2013,per-ingvar_johnsson_a22d33,../riksdagen-corpus/corpus/201314/prot-201314--27.xml,medi,man,C,0
5466,är bra att det är medial uppmärksamhet kring det som händer,medial,5,2013,monica_green_fc276c,../riksdagen-corpus/corpus/201314/prot-201314--32.xml,medi,woman,S,3
5467,frågan om avgiftsfrihet för alla medier i en reservation den nuvarande,medier,5,2013,bengt_berg_3b50e5,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,man,V,0
5468,i såväl analoga som digitala medier men eftersom man i gängse,medier,5,2013,bengt_berg_3b50e5,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,man,V,0
5469,medielandskap finns många andra sortens medier och även dessa är bärare,medier,5,2013,bengt_berg_3b50e5,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,man,V,0
5470,utan den bör omfatta alla medier samt internet och datoranvändning vi,medier,5,2013,bengt_berg_3b50e5,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,man,V,0
5471,dess verksamhet utan även nya medier som den tekniska utvecklingen fört,medier,5,2013,cecilia_magnusson_524cf6,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,woman,M,1
5472,böcker och nyttjandet av olika medier och kunskapskällor förutom att vara,medier,5,2013,cecilia_magnusson_524cf6,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,woman,M,0
5473,grupper med hjälp av olika medier till exempel ljudböckerna de har,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,woman,MP,2
5474,gemensam och ordnad resurs av medier och information som ställs till,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,woman,MP,0
5475,till sig vanlig information genom medier är utan delaktighet och i,medier,5,2013,per_lodenius_2b9bcf,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,man,C,2
5476,i eböcker eller via andra medier det finns inte någon nödvändig,medier,5,2013,per_lodenius_2b9bcf,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,man,C,0
5477,motsättning mellan läsning och nya medier eller exempelvis nätsurfning tvärtom ju,medier,5,2013,per_lodenius_2b9bcf,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,man,C,0
5478,bibliotekens utbud av olika slag medier informationssökning och andra tjänster omvärldens,medier,5,2013,per_lodenius_2b9bcf,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,man,C,0
5479,neutralitet och att utbudet av medier och tjänster inte får styras,medier,5,2013,per_lodenius_2b9bcf,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,man,C,2
5480,ord att folkbibliotekens utbud av medier och tjänster ska präglas av,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--18.xml,medi,woman,MP,0
5481,verksamhet det som framkommit i medier under senare tid ger förvisso,medier,5,2013,hans_linde_abeaba,../riksdagen-corpus/corpus/201314/prot-201314--24.xml,medi,man,V,2
5482,men även från usa danska medier tog upp den här aspekten,medier,5,2013,hans_linde_abeaba,../riksdagen-corpus/corpus/201314/prot-201314--24.xml,medi,man,V,1
5483,allt fungerar där måste allmänheten medier och även vi politiker ibland,medier,5,2013,maria_ferm_75a60e,../riksdagen-corpus/corpus/201314/prot-201314--24.xml,medi,woman,MP,0
5484,därmed viktiga för demokratin väljare medier organisationer och andra ges goda,medier,5,2013,ulla_andersson_ab2816,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,woman,V,0
5485,för demokratin att fungera för medier och medborgare att följa vad,medier,5,2013,fredrik_olovsson_d8689d,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,man,S,0
5486,förmåner i fonderna varit väldigt medialt uppmärksammade de uppföljningar som har,medialt,5,2013,jorgen_andersson_f46852,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,man,M,3
5487,människor alla medborgare och alla medier möjlighet att delta i och,medier,5,2013,borje_vestlund_6206fd,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,man,S,0
5488,som en komplettering till kommersiella medier fru talman i dag är,medier,5,2013,gustaf_hoffstedt_4f8325,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,man,M,0
5489,det var bara ett enda medium som fungerade för den livsviktiga,medium,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,woman,MP,3
5490,utvecklingspotential det handlar om den mediala mångfalden det handlar om god,mediala,5,2013,ulf_nilsson_9b642f,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,man,L,3
5491,debatt är beroende av fria medier det är också viktigt för,medier,5,2013,per_lodenius_2b9bcf,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,man,C,0
5492,public service ska privata kommersiella medier ha goda möjligheter att konkurrera,medier,5,2013,per_lodenius_2b9bcf,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,man,C,0
5493,har public service och andra medier är det också naturligt att,medier,5,2013,per_lodenius_2b9bcf,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,man,C,0
5494,till public servicekanalerna många kommersiella medier tar ett stort ansvar för,medier,5,2013,margareta_larsson_d7f83a,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,woman,SD,0
5495,den nya världen med digitala medier gör också att tillgången till,medier,5,2013,margareta_larsson_d7f83a,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,woman,SD,0
5496,att utbudet finns i digitala medier samtidigt är det väsentligt att,medier,5,2013,margareta_larsson_d7f83a,../riksdagen-corpus/corpus/201314/prot-201314--31.xml,medi,woman,SD,0
5497,arbetsförmedlingen tillsättningen via kontakter sociala medier rekryteringsföretag och bemanningsföretag har i,medier,5,2013,ylva_johansson_6bf3cf,../riksdagen-corpus/corpus/201314/prot-201314--21.xml,medi,woman,S,0
5498,som inte väcker någon stor medial uppmärksamhet är ett väldigt viktigt,medial,5,2013,gunvor_g_ericson_ef867c,../riksdagen-corpus/corpus/201314/prot-201314--35.xml,medi,woman,MP,3
5499,är att öka invånarnas och mediernas insyn och ge möjlighet att,mediernas,5,2013,hans_ekstrom_4bcefd,../riksdagen-corpus/corpus/201314/prot-201314--35.xml,medi,man,S,3
5500,det blir en ganska stor medial diskussion om det finns uppseendeväckande,medial,5,2013,hans_ekstrom_4bcefd,../riksdagen-corpus/corpus/201314/prot-201314--35.xml,medi,man,S,3
5501,framför allt rapporteringen från olika medier går det inte en vecka,medier,5,2013,maria_abrahamsson_841a03,../riksdagen-corpus/corpus/201314/prot-201314--34.xml,medi,woman,M,0
5502,den delen representanter för granskande medier jasenko omanovic motiverade visserligen i,medier,5,2013,unknown,../riksdagen-corpus/corpus/201314/prot-201314--36.xml,medi,,,0
5503,få uppmärksamhet för i den mediala debatten denna fråga är viktig,mediala,5,2013,gunnar_sandberg_be2938,../riksdagen-corpus/corpus/201314/prot-201314--37.xml,medi,man,S,3
5504,viktig alldeles oavsett konjunktur och mediernas intresse bara under de senaste,mediernas,5,2013,gunnar_sandberg_be2938,../riksdagen-corpus/corpus/201314/prot-201314--37.xml,medi,man,S,3
5505,den offentliga debatten genom sociala medier vilket är oerhört viktigt ur,medier,5,2013,anna-karin_hatt_minister_2011,../riksdagen-corpus/corpus/201314/prot-201314--37.xml,medi,,,0
5506,helt annan sjödalen uppmärksammas i media studiebesöken kommer tätt sjukhemmet har,media,5,1987,olof_johansson_2e6469,../riksdagen-corpus/corpus/198788/prot-198788--96.xml,medi,man,C,3
5507,feldt på och säger i massmedia att primärvården kanske har fått,massmedia,5,1987,ingvar_carlsson_minister_1986,../riksdagen-corpus/corpus/198788/prot-198788--96.xml,mass,,,1
5508,ute utan att ha haft massmedia med mig jag besökte hemmet,massmedia,5,1987,ingvar_carlsson_minister_1986,../riksdagen-corpus/corpus/198788/prot-198788--96.xml,mass,,,4
5509,definitivt riksdagen lika väl som massmedia och allmänheten har dvs att,massmedia,5,1987,jan-erik_wikstrom_d416f3,../riksdagen-corpus/corpus/198788/prot-198788--96.xml,mass,man,L,1
5510,stärka svensk radio och television medier som är av stor betydelse,medier,5,1987,karl_boo_6b828a,../riksdagen-corpus/corpus/198788/prot-198788--96.xml,medi,man,C,0
5511,vi automatiskt den roll som media kommer att spela när det,media,5,1987,bo_hammar_716211,../riksdagen-corpus/corpus/198788/prot-198788--96.xml,medi,man,V,3
5512,slå vakt om våra svenska media och därmed också om vårt,media,5,1987,birgitta_dahl_minister_1986,../riksdagen-corpus/corpus/198788/prot-198788--96.xml,medi,,,2
5513,några andra myndigheter däremot har media och andra däribland bertil fiskesjö,media,5,1987,bertil_fiskesjo_2_vice_talman,../riksdagen-corpus/corpus/198788/prot-198788--41.xml,medi,,,4
5514,om vilka böcker eller andra media som den enskilde låntagaren har,media,5,1987,bengt_lindqvist_minister_1986,../riksdagen-corpus/corpus/198788/prot-198788--40.xml,medi,,,2
5515,information ur register om utlånande medier det förefaller orimligt att enskilda,medier,5,1987,bengt_lindqvist_minister_1986,../riksdagen-corpus/corpus/198788/prot-198788--40.xml,medi,,,0
5516,triumf att detta i internationella massmedia framställs som om försvarsministern inte,massmedia,5,1987,ingvar_carlsson_minister_1986,../riksdagen-corpus/corpus/198788/prot-198788--68.xml,mass,,,2
5517,min interpellation är att genom massmedia uppmärksamheten har riktats mot makabra,massmedia,5,1987,gote_jonsson_42402a,../riksdagen-corpus/corpus/198788/prot-198788--83.xml,mass,man,M,2
5518,extrema exempel som exponerats i massmedia jag skulle vara beredd att,massmedia,5,1987,gote_jonsson_42402a,../riksdagen-corpus/corpus/198788/prot-198788--83.xml,mass,man,M,4
5519,kunnat ta del av i massmedia enligt obduktionslagen har det hittills,massmedia,5,1987,ulla_tillander_6eed0a,../riksdagen-corpus/corpus/198788/prot-198788--83.xml,mass,woman,C,2
5520,för några uppmärksammade fall i massmedia och sänkte den till re,massmedia,5,1987,knut_wachtmeister_59d7ed,../riksdagen-corpus/corpus/198788/prot-198788--95.xml,mass,man,M,2
5521,till frågan är uppgifter i massmedia om att bilister skall tvingas,massmedia,5,1987,filip_fridolfsson_46a44f,../riksdagen-corpus/corpus/198788/prot-198788--81.xml,mass,man,M,2
5522,har väckt stort uppseende i massmedia eftersom det är ett revolutionerande,massmedia,5,1987,sven_hulterström_minister_1986,../riksdagen-corpus/corpus/198788/prot-198788--81.xml,mass,,,3
5523,den desinformation som spreds via massmedia dagen före framläggandet av ubåtsskyddsrapporten,massmedia,5,1987,ingvar_carlsson_minister_1986,../riksdagen-corpus/corpus/198788/prot-198788--56.xml,mass,,,4
5524,lämnar meddelanden för publicering i massmedia åtnjuter ett starkt rättsligt skydd,massmedia,5,1987,gunnar_hokmark_ab47fc,../riksdagen-corpus/corpus/198788/prot-198788--56.xml,mass,man,M,2
5525,till anonymitet i kontakten med massmedia av dem kan vi utkräva,massmedia,5,1987,gunnar_hokmark_ab47fc,../riksdagen-corpus/corpus/198788/prot-198788--56.xml,mass,man,M,1
5526,uppgifter skall kunna lämnas till massmedia utan att uppgiftslämnaren drabbas av,massmedia,5,1987,gunnar_hokmark_ab47fc,../riksdagen-corpus/corpus/198788/prot-198788--56.xml,mass,man,M,4
5527,åsiktsradio närradion är ett utmärkt medium för lokala organisationer att föra,medium,5,1987,bengt_göransson_minister_1986,../riksdagen-corpus/corpus/198788/prot-198788--43.xml,medi,,,3
5528,om vilka böcker eller andra media som lånats hem av olika,media,5,1987,lennart_bodström_minister_1986,../riksdagen-corpus/corpus/198788/prot-198788--43.xml,medi,,,1
5529,med anledning av uppgifter i massmedia om en kommande höjning av,massmedia,5,1987,gunnar_bjork_ba15e8,../riksdagen-corpus/corpus/198788/prot-198788--80.xml,mass,man,C,2
5530,det skrivna ordet tryckfriheten och media i övrigt här janerik wikström,media,5,1987,alf_svensson_ec7e6a,../riksdagen-corpus/corpus/198788/prot-198788--47.xml,medi,man,C,1
5531,blivit av större intresse för massmedia än den svårlösta och komplicerade,massmedia,5,1987,ingemund_bengtsson_talman,../riksdagen-corpus/corpus/198788/prot-198788--47.xml,mass,,,1
5532,som rönt mest intresse hos massmedia och allmänhet har varit den,massmedia,5,1987,kjell_johansson_a5a3b0,../riksdagen-corpus/corpus/198788/prot-198788--46.xml,mass,man,L,1
5533,hålla i minnet att om massmedia påstår att valfusk har förekommit,massmedia,5,1987,margitta_edgren_1ee133,../riksdagen-corpus/corpus/198788/prot-198788--46.xml,mass,woman,L,1
5534,besked hit och dit i massmedia om att det delades ut,massmedia,5,1987,unknown,../riksdagen-corpus/corpus/198788/prot-198788--46.xml,mass,,,2
5535,begränsa den bara till vissa medier debatten om yttrandeoch informationsfriheten gällde,medier,5,1987,jan-erik_wikstrom_d416f3,../riksdagen-corpus/corpus/198788/prot-198788--46.xml,medi,man,L,2
5536,svenska folket utnyttjar xx z massmedia det visade sig att av,massmedia,5,1987,jan-erik_wikstrom_d416f3,../riksdagen-corpus/corpus/198788/prot-198788--46.xml,mass,man,L,3
5537,som gäller för morgontidningar övriga medier ligger långt efter radion och,medier,5,1987,jan-erik_wikstrom_d416f3,../riksdagen-corpus/corpus/198788/prot-198788--46.xml,medi,man,L,0
5538,är den satellitsändningen som i massmedia något oegentligt kallas för tv,massmedia,5,1987,jan-erik_wikstrom_d416f3,../riksdagen-corpus/corpus/198788/prot-198788--46.xml,mass,man,L,1
5539,för geografiskt mera närliggande och massmedialt mera spektakulära internationella konflikter ändå,massmedialt,5,1987,ingela_martensson_fe22cc,../riksdagen-corpus/corpus/198788/prot-198788--85.xml,mass,woman,L,3
5540,instanser i samhället inte minst massmedia hade varit lika intresserade av,massmedia,5,1987,knut_wachtmeister_59d7ed,../riksdagen-corpus/corpus/198788/prot-198788--85.xml,mass,man,M,2
5541,utsedd ledamot av domkapitlet inför massmedia sagt att eftersom biskopen är,massmedia,5,1987,bo_holmberg_minister_1986,../riksdagen-corpus/corpus/198788/prot-198788--91.xml,mass,,,2
